student_id,name,email,college_id,department_id,skills
871,Student 871,student871@college.edu,1,HR,"Excel, Data Analysis, Finance"
872,Student 872,student872@college.edu,2,Marketing,"Auditing, Data Analysis, Marketing"
873,Student 873,student873@college.edu,1,HR,"Power BI, Accounting, Marketing"
874,Student 874,student874@college.edu,2,HR,"Marketing, Finance, Python"
875,Student 875,student875@college.edu,1,Accounting,"Accounting, Data Analysis, Taxation"
876,Student 876,student876@college.edu,1,Accounting,"Python, Excel, Auditing"
877,Student 877,student877@college.edu,2,Finance,"Data Analysis, Power BI, Taxation"
878,Student 878,student878@college.edu,1,Accounting,"Taxation, Data Analysis, HR"
879,Student 879,student879@college.edu,2,Accounting,"HR, Finance, Data Analysis"
880,Student 880,student880@college.edu,1,HR,"HR, Data Analysis, Finance"
881,Student 881,student881@college.edu,2,Accounting,"Excel, Accounting, Finance"
882,Student 882,student882@college.edu,2,Finance,"Marketing, Data Analysis, Excel"
883,Student 883,student883@college.edu,2,Finance,"Marketing, HR, Auditing"
884,Student 884,student884@college.edu,1,Accounting,"Finance, Python, HR"
885,Student 885,student885@college.edu,1,Accounting,"Auditing, Accounting, Excel"
886,Student 886,student886@college.edu,1,HR,"Power BI, Taxation, Auditing"
887,Student 887,student887@college.edu,2,HR,"Finance, Power BI, Auditing"
888,Student 888,student888@college.edu,1,Marketing,"Power BI, Python, Auditing"
889,Student 889,student889@college.edu,2,Marketing,"Marketing, Power BI, Taxation"
890,Student 890,student890@college.edu,1,Marketing,"Data Analysis, Auditing, Power BI"
891,Student 891,student891@college.edu,1,Finance,"HR, Auditing, Accounting"
892,Student 892,student892@college.edu,2,Marketing,"Power BI, Excel, Finance"
893,Student 893,student893@college.edu,1,Accounting,"Power BI, Data Analysis, Excel"
894,Student 894,student894@college.edu,2,Accounting,"Finance, Marketing, Power BI"
895,Student 895,student895@college.edu,1,Business Analytics,"Auditing, Marketing, Accounting"
896,Student 896,student896@college.edu,2,HR,"Accounting, Excel, Finance"
897,Student 897,student897@college.edu,2,Marketing,"Power BI, Excel, Python"
898,Student 898,student898@college.edu,2,HR,"Taxation, Python, Auditing"
899,Student 899,student899@college.edu,1,Accounting,"Power BI, Finance, Accounting"
900,Student 900,student900@college.edu,1,Marketing,"Taxation, Data Analysis, Power BI"
901,Student 901,student901@college.edu,1,Finance,"Finance, Accounting, Taxation"
902,Student 902,student902@college.edu,2,Marketing,"Marketing, Data Analysis, Python"
903,Student 903,student903@college.edu,1,HR,"Accounting, HR, Excel"
904,Student 904,student904@college.edu,2,Accounting,"Finance, Python, Power BI"
905,Student 905,student905@college.edu,1,Business Analytics,"HR, Power BI, Marketing"
906,Student 906,student906@college.edu,1,Business Analytics,"Auditing, Data Analysis, Accounting"
907,Student 907,student907@college.edu,2,Finance,"Excel, Taxation, Data Analysis"
908,Student 908,student908@college.edu,1,Marketing,"Taxation, Power BI, Excel"
909,Student 909,student909@college.edu,2,Business Analytics,"HR, Taxation, Power BI"
910,Student 910,student910@college.edu,1,Business Analytics,"Taxation, Auditing, Python"
911,Student 911,student911@college.edu,2,Finance,"Power BI, Marketing, Auditing"
912,Student 912,student912@college.edu,2,Finance,"Excel, Data Analysis, Finance"
913,Student 913,student913@college.edu,2,Business Analytics,"Power BI, Python, Finance"
914,Student 914,student914@college.edu,1,Finance,"Power BI, Excel, Taxation"
915,Student 915,student915@college.edu,1,HR,"Auditing, Accounting, Python"
916,Student 916,student916@college.edu,2,Business Analytics,"Power BI, Data Analysis, Excel"
917,Student 917,student917@college.edu,1,Finance,"Data Analysis, HR, Power BI"
918,Student 918,student918@college.edu,1,Accounting,"HR, Finance, Accounting"
919,Student 919,student919@college.edu,2,Finance,"Taxation, Auditing, Python"
920,Student 920,student920@college.edu,1,Accounting,"Power BI, Finance, Accounting"
921,Student 921,student921@college.edu,2,HR,"Marketing, Data Analysis, Excel"
922,Student 922,student922@college.edu,1,Business Analytics,"Data Analysis, Finance, Marketing"
923,Student 923,student923@college.edu,1,HR,"Accounting, Marketing, Power BI"
924,Student 924,student924@college.edu,2,HR,"Python, Power BI, Auditing"
925,Student 925,student925@college.edu,1,HR,"Auditing, Finance, Taxation"
926,Student 926,student926@college.edu,2,HR,"Taxation, Python, HR"
927,Student 927,student927@college.edu,1,HR,"Accounting, Power BI, Auditing"
928,Student 928,student928@college.edu,2,Accounting,"Taxation, HR, Python"
929,Student 929,student929@college.edu,2,Marketing,"Auditing, Finance, Power BI"
930,Student 930,student930@college.edu,2,HR,"Marketing, Power BI, Auditing"
931,Student 931,student931@college.edu,1,HR,"Python, Taxation, Excel"
932,Student 932,student932@college.edu,1,HR,"Auditing, Python, HR"
933,Student 933,student933@college.edu,1,Accounting,"Auditing, Python, Excel"
934,Student 934,student934@college.edu,2,Finance,"Marketing, Taxation, Power BI"
935,Student 935,student935@college.edu,1,HR,"Python, Auditing, Finance"
936,Student 936,student936@college.edu,2,Finance,"Finance, Data Analysis, Excel"
937,Student 937,student937@college.edu,1,Finance,"Taxation, Auditing, Excel"
938,Student 938,student938@college.edu,1,Finance,"Python, Power BI, HR"
939,Student 939,student939@college.edu,2,Finance,"Data Analysis, Python, Accounting"
940,Student 940,student940@college.edu,1,Marketing,"HR, Accounting, Data Analysis"
941,Student 941,student941@college.edu,2,Business Analytics,"Finance, Taxation, Accounting"
942,Student 942,student942@college.edu,1,Accounting,"HR, Power BI, Python"
943,Student 943,student943@college.edu,2,HR,"HR, Taxation, Auditing"
944,Student 944,student944@college.edu,2,HR,"Finance, Taxation, Data Analysis"
945,Student 945,student945@college.edu,2,Accounting,"Taxation, Data Analysis, Excel"
946,Student 946,student946@college.edu,1,HR,"Python, Marketing, Data Analysis"
947,Student 947,student947@college.edu,1,Marketing,"Marketing, Data Analysis, Excel"
948,Student 948,student948@college.edu,1,Accounting,"Data Analysis, Marketing, Accounting"
949,Student 949,student949@college.edu,2,HR,"Taxation, Python, HR"
950,Student 950,student950@college.edu,1,Marketing,"Data Analysis, Python, HR"
951,Student 951,student951@college.edu,2,Finance,"Python, Accounting, HR"
952,Student 952,student952@college.edu,1,Business Analytics,"Accounting, Power BI, Taxation"
953,Student 953,student953@college.edu,1,HR,"Taxation, Accounting, Excel"
954,Student 954,student954@college.edu,2,HR,"Data Analysis, Marketing, Excel"
955,Student 955,student955@college.edu,1,Business Analytics,"Finance, Power BI, Auditing"
956,Student 956,student956@college.edu,2,Marketing,"Python, Finance, Taxation"
957,Student 957,student957@college.edu,1,Business Analytics,"Auditing, Taxation, Power BI"
958,Student 958,student958@college.edu,2,Finance,"Data Analysis, Marketing, Accounting"
959,Student 959,student959@college.edu,2,Marketing,"Accounting, Taxation, Python"
960,Student 960,student960@college.edu,2,Marketing,"Auditing, Accounting, Taxation"
961,Student 961,student961@college.edu,1,HR,"Excel, Auditing, Marketing"
962,Student 962,student962@college.edu,1,Marketing,"Data Analysis, Python, Accounting"
963,Student 963,student963@college.edu,1,HR,"HR, Taxation, Marketing"
964,Student 964,student964@college.edu,2,Finance,"Taxation, Accounting, Power BI"
965,Student 965,student965@college.edu,1,HR,"Python, Accounting, Auditing"
966,Student 966,student966@college.edu,2,Accounting,"Power BI, Marketing, Finance"
967,Student 967,student967@college.edu,1,Marketing,"Marketing, HR, Power BI"
968,Student 968,student968@college.edu,1,HR,"Marketing, Python, Power BI"
969,Student 969,student969@college.edu,2,Finance,"HR, Auditing, Marketing"
970,Student 970,student970@college.edu,1,Accounting,"Data Analysis, Power BI, Auditing"
971,Student 971,student971@college.edu,2,HR,"Marketing, Power BI, Python"
972,Student 972,student972@college.edu,1,Finance,"Data Analysis, Power BI, Python"
973,Student 973,student973@college.edu,2,Accounting,"Auditing, Marketing, Finance"
974,Student 974,student974@college.edu,2,Finance,"Data Analysis, Power BI, Python"
975,Student 975,student975@college.edu,2,Accounting,"Python, Marketing, Power BI"
976,Student 976,student976@college.edu,1,Marketing,"Marketing, Data Analysis, Excel"
977,Student 977,student977@college.edu,1,Finance,"Excel, Python, Data Analysis"
978,Student 978,student978@college.edu,2,Accounting,"HR, Python, Finance"
979,Student 979,student979@college.edu,1,Business Analytics,"Data Analysis, Excel, Power BI"
980,Student 980,student980@college.edu,2,Accounting,"Accounting, HR, Auditing"
981,Student 981,student981@college.edu,1,HR,"Accounting, Excel, Python"
982,Student 982,student982@college.edu,2,HR,"Taxation, Data Analysis, Accounting"
983,Student 983,student983@college.edu,1,HR,"Taxation, Finance, Data Analysis"
984,Student 984,student984@college.edu,1,Finance,"Taxation, Power BI, Finance"
985,Student 985,student985@college.edu,2,Accounting,"Finance, HR, Marketing"
986,Student 986,student986@college.edu,1,Business Analytics,"Auditing, Marketing, Power BI"
987,Student 987,student987@college.edu,2,Marketing,"Auditing, Marketing, Excel"
988,Student 988,student988@college.edu,1,Marketing,"Finance, Accounting, Power BI"
989,Student 989,student989@college.edu,2,HR,"Data Analysis, Python, Taxation"
990,Student 990,student990@college.edu,2,HR,"Python, Marketing, Excel"
991,Student 991,student991@college.edu,2,Accounting,"Auditing, Marketing, Excel"
992,Student 992,student992@college.edu,1,Finance,"Marketing, Finance, Data Analysis"
993,Student 993,student993@college.edu,1,Accounting,"Data Analysis, Taxation, Python"
994,Student 994,student994@college.edu,1,Accounting,"Taxation, Data Analysis, Marketing"
995,Student 995,student995@college.edu,2,HR,"HR, Finance, Excel"
996,Student 996,student996@college.edu,1,Finance,"Excel, Python, HR"
997,Student 997,student997@college.edu,2,Marketing,"Accounting, Finance, Marketing"
998,Student 998,student998@college.edu,1,HR,"Python, Auditing, Power BI"
999,Student 999,student999@college.edu,1,Accounting,"Taxation, Accounting, HR"
1000,Student 1000,student1000@college.edu,2,Accounting,"Taxation, Accounting, Power BI"
1001,Student 1001,student1001@college.edu,1,Accounting,"Excel, HR, Accounting"
1002,Student 1002,student1002@college.edu,2,HR,"Power BI, Accounting, Taxation"
1003,Student 1003,student1003@college.edu,1,HR,"Taxation, HR, Excel"
1004,Student 1004,student1004@college.edu,2,Finance,"HR, Power BI, Excel"
1005,Student 1005,student1005@college.edu,2,Finance,"Auditing, Finance, HR"
1006,Student 1006,student1006@college.edu,2,Business Analytics,"Finance, Taxation, Power BI"
1007,Student 1007,student1007@college.edu,1,Marketing,"Finance, Taxation, Data Analysis"
1008,Student 1008,student1008@college.edu,1,Accounting,"Marketing, Finance, Data Analysis"
1009,Student 1009,student1009@college.edu,1,Accounting,"Python, Auditing, Taxation"
1010,Student 1010,student1010@college.edu,2,Marketing,"Python, Power BI, Marketing"
1011,Student 1011,student1011@college.edu,1,Business Analytics,"Accounting, Data Analysis, Marketing"
1012,Student 1012,student1012@college.edu,2,Accounting,"Power BI, Taxation, Finance"
1013,Student 1013,student1013@college.edu,1,Business Analytics,"Auditing, Data Analysis, Power BI"
1014,Student 1014,student1014@college.edu,1,HR,"Python, Data Analysis, Accounting"
1015,Student 1015,student1015@college.edu,2,HR,"Excel, Taxation, Data Analysis"
1016,Student 1016,student1016@college.edu,1,HR,"Power BI, Auditing, Marketing"
1017,Student 1017,student1017@college.edu,2,Accounting,"Auditing, Power BI, Finance"
1018,Student 1018,student1018@college.edu,1,HR,"Taxation, Marketing, Data Analysis"
1019,Student 1019,student1019@college.edu,2,Business Analytics,"Finance, Accounting, Marketing"
1020,Student 1020,student1020@college.edu,2,Business Analytics,"Finance, Auditing, Taxation"
1021,Student 1021,student1021@college.edu,2,Marketing,"Finance, Marketing, Accounting"
1022,Student 1022,student1022@college.edu,1,Business Analytics,"Accounting, Excel, Finance"
1023,Student 1023,student1023@college.edu,1,Marketing,"Marketing, Power BI, HR"
1024,Student 1024,student1024@college.edu,1,Marketing,"Excel, Finance, Python"
1025,Student 1025,student1025@college.edu,2,Finance,"Accounting, Python, HR"
1026,Student 1026,student1026@college.edu,1,Marketing,"Python, Excel, Taxation"
1027,Student 1027,student1027@college.edu,2,Accounting,"HR, Taxation, Finance"
1028,Student 1028,student1028@college.edu,1,HR,"Taxation, Auditing, HR"
1029,Student 1029,student1029@college.edu,1,Accounting,"Accounting, Python, Taxation"
1030,Student 1030,student1030@college.edu,2,Marketing,"Accounting, HR, Python"
1031,Student 1031,student1031@college.edu,1,Business Analytics,"Finance, Power BI, Auditing"
1032,Student 1032,student1032@college.edu,2,HR,"Python, Auditing, Data Analysis"
1033,Student 1033,student1033@college.edu,1,Marketing,"Power BI, Finance, Excel"
1034,Student 1034,student1034@college.edu,2,Finance,"Taxation, Finance, Data Analysis"
1035,Student 1035,student1035@college.edu,2,Finance,"Accounting, Finance, Power BI"
1036,Student 1036,student1036@college.edu,2,Marketing,"Python, Auditing, Marketing"
1037,Student 1037,student1037@college.edu,1,Finance,"Accounting, Power BI, Marketing"
1038,Student 1038,student1038@college.edu,1,Marketing,"Excel, HR, Accounting"
1039,Student 1039,student1039@college.edu,2,Accounting,"Data Analysis, Python, Taxation"
1040,Student 1040,student1040@college.edu,1,Marketing,"Python, HR, Taxation"
1041,Student 1041,student1041@college.edu,2,HR,"Finance, Data Analysis, Power BI"
1042,Student 1042,student1042@college.edu,1,HR,"Accounting, Python, Taxation"
1043,Student 1043,student1043@college.edu,2,Marketing,"Marketing, Power BI, Finance"
1044,Student 1044,student1044@college.edu,1,Accounting,"Power BI, Marketing, Excel"
1045,Student 1045,student1045@college.edu,1,Finance,"Finance, Data Analysis, Power BI"
1046,Student 1046,student1046@college.edu,2,Marketing,"Accounting, Python, Finance"
1047,Student 1047,student1047@college.edu,1,Marketing,"Marketing, Finance, Auditing"
1048,Student 1048,student1048@college.edu,2,Finance,"Auditing, Data Analysis, Marketing"
1049,Student 1049,student1049@college.edu,1,Finance,"Excel, Marketing, Power BI"
1050,Student 1050,student1050@college.edu,2,Marketing,"Auditing, Finance, Accounting"
1051,Student 1051,student1051@college.edu,2,Finance,"Taxation, Auditing, HR"
1052,Student 1052,student1052@college.edu,2,Marketing,"Python, Finance, Marketing"
1053,Student 1053,student1053@college.edu,1,Marketing,"Auditing, Power BI, Python"
1054,Student 1054,student1054@college.edu,1,Business Analytics,"Accounting, Marketing, Excel"
1055,Student 1055,student1055@college.edu,1,Business Analytics,"Python, Auditing, Marketing"
1056,Student 1056,student1056@college.edu,2,HR,"Marketing, Excel, Accounting"
1057,Student 1057,student1057@college.edu,1,HR,"Auditing, Data Analysis, Marketing"
1058,Student 1058,student1058@college.edu,2,HR,"Power BI, HR, Marketing"
1059,Student 1059,student1059@college.edu,1,HR,"Marketing, Power BI, Excel"
1060,Student 1060,student1060@college.edu,1,Business Analytics,"Taxation, Auditing, Accounting"
1061,Student 1061,student1061@college.edu,2,Marketing,"Accounting, HR, Taxation"
1062,Student 1062,student1062@college.edu,1,Accounting,"Auditing, Power BI, Taxation"
1063,Student 1063,student1063@college.edu,2,Business Analytics,"Excel, HR, Data Analysis"
1064,Student 1064,student1064@college.edu,1,HR,"Excel, Finance, Power BI"
1065,Student 1065,student1065@college.edu,2,Business Analytics,"Auditing, Power BI, Excel"
1066,Student 1066,student1066@college.edu,2,Marketing,"Taxation, Accounting, HR"
1067,Student 1067,student1067@college.edu,2,Accounting,"Power BI, Finance, Taxation"
1068,Student 1068,student1068@college.edu,1,HR,"Auditing, Power BI, Python"
1069,Student 1069,student1069@college.edu,1,Finance,"Finance, Marketing, Power BI"
1070,Student 1070,student1070@college.edu,1,Marketing,"HR, Data Analysis, Marketing"
1071,Student 1071,student1071@college.edu,2,Business Analytics,"Accounting, Marketing, HR"
1072,Student 1072,student1072@college.edu,1,HR,"Data Analysis, HR, Finance"
1073,Student 1073,student1073@college.edu,2,Finance,"Python, Accounting, HR"
1074,Student 1074,student1074@college.edu,1,HR,"HR, Data Analysis, Taxation"
1075,Student 1075,student1075@college.edu,1,Business Analytics,"Python, Power BI, HR"
1076,Student 1076,student1076@college.edu,2,HR,"Excel, Power BI, Auditing"
1077,Student 1077,student1077@college.edu,1,Marketing,"Python, Finance, Power BI"
1078,Student 1078,student1078@college.edu,2,Business Analytics,"Excel, Python, Power BI"
1079,Student 1079,student1079@college.edu,1,HR,"Marketing, Finance, HR"
1080,Student 1080,student1080@college.edu,2,Marketing,"Python, Power BI, Excel"
1081,Student 1081,student1081@college.edu,2,HR,"Python, Taxation, HR"
1082,Student 1082,student1082@college.edu,2,Marketing,"HR, Auditing, Accounting"
1083,Student 1083,student1083@college.edu,1,Finance,"Data Analysis, Excel, Accounting"
1084,Student 1084,student1084@college.edu,1,Marketing,"Excel, Auditing, Finance"
1085,Student 1085,student1085@college.edu,1,HR,"HR, Marketing, Taxation"
1086,Student 1086,student1086@college.edu,2,HR,"Accounting, Marketing, Power BI"
1087,Student 1087,student1087@college.edu,1,Accounting,"Finance, Accounting, Python"
1088,Student 1088,student1088@college.edu,2,HR,"Accounting, HR, Auditing"
1089,Student 1089,student1089@college.edu,1,HR,"Finance, Excel, Python"
1090,Student 1090,student1090@college.edu,1,Marketing,"Marketing, Power BI, Finance"
1091,Student 1091,student1091@college.edu,2,HR,"Excel, HR, Python"
1092,Student 1092,student1092@college.edu,1,Business Analytics,"Auditing, HR, Power BI"
1093,Student 1093,student1093@college.edu,2,Finance,"Taxation, Marketing, Excel"
1094,Student 1094,student1094@college.edu,1,Business Analytics,"Power BI, Taxation, Data Analysis"
1095,Student 1095,student1095@college.edu,2,Business Analytics,"Taxation, Auditing, Power BI"
1096,Student 1096,student1096@college.edu,2,Accounting,"Marketing, Power BI, Data Analysis"
1097,Student 1097,student1097@college.edu,2,Accounting,"Taxation, Python, Finance"
1098,Student 1098,student1098@college.edu,1,HR,"HR, Accounting, Data Analysis"
1099,Student 1099,student1099@college.edu,1,Accounting,"Excel, HR, Auditing"
1100,Student 1100,student1100@college.edu,2,Finance,"Taxation, Data Analysis, Python"
1101,Student 1101,student1101@college.edu,1,Accounting,"Taxation, Marketing, Excel"
1102,Student 1102,student1102@college.edu,2,Finance,"HR, Accounting, Auditing"
1103,Student 1103,student1103@college.edu,1,Business Analytics,"Power BI, Accounting, Taxation"
1104,Student 1104,student1104@college.edu,2,Business Analytics,"Finance, Python, Taxation"
1105,Student 1105,student1105@college.edu,1,HR,"Auditing, HR, Taxation"
1106,Student 1106,student1106@college.edu,1,Business Analytics,"Auditing, HR, Python"
1107,Student 1107,student1107@college.edu,2,HR,"Power BI, Marketing, Excel"
1108,Student 1108,student1108@college.edu,1,Business Analytics,"Taxation, Marketing, Power BI"
1109,Student 1109,student1109@college.edu,2,Finance,"Data Analysis, Excel, HR"
1110,Student 1110,student1110@college.edu,1,Finance,"Python, HR, Marketing"
1111,Student 1111,student1111@college.edu,2,Finance,"Taxation, HR, Accounting"
1112,Student 1112,student1112@college.edu,2,Finance,"Taxation, Data Analysis, Marketing"
1113,Student 1113,student1113@college.edu,2,Finance,"Taxation, Data Analysis, Accounting"
1114,Student 1114,student1114@college.edu,1,HR,"Power BI, Excel, Marketing"
1115,Student 1115,student1115@college.edu,1,Accounting,"Taxation, Marketing, Finance"
1116,Student 1116,student1116@college.edu,1,Accounting,"Python, Finance, Accounting"
1117,Student 1117,student1117@college.edu,2,Finance,"Auditing, Python, Marketing"
1118,Student 1118,student1118@college.edu,1,Finance,"Accounting, HR, Power BI"
1119,Student 1119,student1119@college.edu,2,HR,"Accounting, Taxation, Excel"
1120,Student 1120,student1120@college.edu,1,Marketing,"Excel, Python, Auditing"
1121,Student 1121,student1121@college.edu,1,Marketing,"HR, Auditing, Data Analysis"
1122,Student 1122,student1122@college.edu,2,Finance,"Power BI, Marketing, Auditing"
1123,Student 1123,student1123@college.edu,1,Marketing,"Auditing, HR, Accounting"
1124,Student 1124,student1124@college.edu,2,Marketing,"Marketing, Python, Data Analysis"
1125,Student 1125,student1125@college.edu,1,Marketing,"Taxation, Python, Marketing"
1126,Student 1126,student1126@college.edu,2,Marketing,"Taxation, Marketing, Python"
1127,Student 1127,student1127@college.edu,2,Business Analytics,"Accounting, Auditing, Python"
1128,Student 1128,student1128@college.edu,2,Marketing,"Auditing, Taxation, Excel"
1129,Student 1129,student1129@college.edu,1,Marketing,"Power BI, Python, Marketing"
1130,Student 1130,student1130@college.edu,1,Business Analytics,"Python, Power BI, Marketing"
1131,Student 1131,student1131@college.edu,1,Marketing,"Finance, Taxation, Marketing"
1132,Student 1132,student1132@college.edu,2,Business Analytics,"Accounting, HR, Marketing"
1133,Student 1133,student1133@college.edu,1,Finance,"Excel, Finance, Power BI"
1134,Student 1134,student1134@college.edu,2,Finance,"Data Analysis, Excel, Marketing"
1135,Student 1135,student1135@college.edu,1,Accounting,"Auditing, Power BI, Accounting"
1136,Student 1136,student1136@college.edu,1,HR,"Finance, Power BI, Taxation"
1137,Student 1137,student1137@college.edu,2,Accounting,"Auditing, HR, Power BI"
1138,Student 1138,student1138@college.edu,1,HR,"Data Analysis, Excel, Auditing"
1139,Student 1139,student1139@college.edu,2,Finance,"Marketing, Taxation, Data Analysis"
1140,Student 1140,student1140@college.edu,1,Finance,"Marketing, Power BI, Finance"
1141,Student 1141,student1141@college.edu,2,Accounting,"Accounting, Taxation, Power BI"
1142,Student 1142,student1142@college.edu,2,Business Analytics,"Auditing, Taxation, Marketing"
1143,Student 1143,student1143@college.edu,2,Finance,"Auditing, Taxation, Marketing"
1144,Student 1144,student1144@college.edu,1,HR,"Excel, Taxation, Accounting"
1145,Student 1145,student1145@college.edu,1,Accounting,"Auditing, Marketing, Excel"
1146,Student 1146,student1146@college.edu,1,Business Analytics,"Taxation, Excel, Finance"
1147,Student 1147,student1147@college.edu,2,Finance,"Taxation, Python, Finance"
1148,Student 1148,student1148@college.edu,1,Accounting,"Python, Marketing, Finance"
1149,Student 1149,student1149@college.edu,2,Marketing,"Data Analysis, Python, Accounting"
1150,Student 1150,student1150@college.edu,1,HR,"Finance, Taxation, HR"
1151,Student 1151,student1151@college.edu,1,HR,"Auditing, Data Analysis, Finance"
1152,Student 1152,student1152@college.edu,2,Finance,"Power BI, Excel, Taxation"
1153,Student 1153,student1153@college.edu,1,Accounting,"Python, Excel, Data Analysis"
1154,Student 1154,student1154@college.edu,2,HR,"Data Analysis, Accounting, Taxation"
1155,Student 1155,student1155@college.edu,1,Marketing,"Marketing, Auditing, Excel"
1156,Student 1156,student1156@college.edu,2,Finance,"Python, Excel, Marketing"
1157,Student 1157,student1157@college.edu,2,Finance,"Auditing, Excel, Python"
1158,Student 1158,student1158@college.edu,2,Finance,"Excel, Marketing, Python"
1159,Student 1159,student1159@college.edu,1,HR,"Excel, Data Analysis, Taxation"
1160,Student 1160,student1160@college.edu,1,Accounting,"Power BI, HR, Excel"
1161,Student 1161,student1161@college.edu,2,HR,"HR, Python, Data Analysis"
1162,Student 1162,student1162@college.edu,1,Accounting,"Python, Finance, Data Analysis"
1163,Student 1163,student1163@college.edu,2,Accounting,"Taxation, Power BI, Python"
1164,Student 1164,student1164@college.edu,1,Accounting,"HR, Taxation, Accounting"
1165,Student 1165,student1165@college.edu,2,Business Analytics,"Excel, Taxation, HR"
1166,Student 1166,student1166@college.edu,1,Accounting,"Auditing, Accounting, Power BI"
1167,Student 1167,student1167@college.edu,1,Marketing,"Taxation, Accounting, Finance"
1168,Student 1168,student1168@college.edu,2,Marketing,"Power BI, Python, Taxation"
1169,Student 1169,student1169@college.edu,1,Marketing,"Finance, Auditing, Data Analysis"
1170,Student 1170,student1170@college.edu,2,Finance,"Excel, Python, Auditing"
1171,Student 1171,student1171@college.edu,1,Business Analytics,"Excel, Marketing, Power BI"
1172,Student 1172,student1172@college.edu,2,Accounting,"Finance, Excel, Auditing"
1173,Student 1173,student1173@college.edu,2,Marketing,"Accounting, Auditing, HR"
1174,Student 1174,student1174@college.edu,2,HR,"HR, Excel, Auditing"
1175,Student 1175,student1175@college.edu,1,Marketing,"Accounting, Python, HR"
1176,Student 1176,student1176@college.edu,1,Accounting,"Power BI, Auditing, Taxation"
1177,Student 1177,student1177@college.edu,1,HR,"Marketing, Power BI, Python"
1178,Student 1178,student1178@college.edu,2,Finance,"Excel, Python, Power BI"
1179,Student 1179,student1179@college.edu,1,Marketing,"Taxation, Auditing, Excel"
1180,Student 1180,student1180@college.edu,2,Accounting,"Accounting, Taxation, Marketing"
1181,Student 1181,student1181@college.edu,1,Marketing,"Power BI, Excel, Accounting"
1182,Student 1182,student1182@college.edu,1,HR,"Auditing, Accounting, Data Analysis"
1183,Student 1183,student1183@college.edu,2,Accounting,"Data Analysis, Python, Excel"
1184,Student 1184,student1184@college.edu,1,Marketing,"Finance, Auditing, Data Analysis"
1185,Student 1185,student1185@college.edu,2,Business Analytics,"Excel, Power BI, Accounting"
1186,Student 1186,student1186@college.edu,1,HR,"Marketing, HR, Data Analysis"
1187,Student 1187,student1187@college.edu,2,Business Analytics,"Taxation, Data Analysis, Power BI"
1188,Student 1188,student1188@college.edu,2,HR,"Power BI, HR, Marketing"
1189,Student 1189,student1189@college.edu,2,Finance,"Auditing, HR, Accounting"
1190,Student 1190,student1190@college.edu,1,Accounting,"Data Analysis, Excel, Python"
1191,Student 1191,student1191@college.edu,1,Marketing,"Auditing, Taxation, HR"
1192,Student 1192,student1192@college.edu,1,Business Analytics,"Finance, Data Analysis, HR"
1193,Student 1193,student1193@college.edu,2,Marketing,"Data Analysis, Python, Accounting"
1194,Student 1194,student1194@college.edu,1,Accounting,"Data Analysis, Power BI, Finance"
1195,Student 1195,student1195@college.edu,2,Marketing,"Finance, Auditing, Python"
1196,Student 1196,student1196@college.edu,1,Marketing,"Power BI, Marketing, HR"
1197,Student 1197,student1197@college.edu,1,HR,"Power BI, Finance, Python"
1198,Student 1198,student1198@college.edu,2,HR,"Excel, Data Analysis, Power BI"
1199,Student 1199,student1199@college.edu,1,Accounting,"Finance, Marketing, Excel"
1200,Student 1200,student1200@college.edu,2,Marketing,"Data Analysis, Finance, HR"
1201,Student 1201,student1201@college.edu,1,HR,"Finance, Accounting, Power BI"
1202,Student 1202,student1202@college.edu,2,HR,"Marketing, Accounting, Taxation"
1203,Student 1203,student1203@college.edu,2,HR,"Taxation, Python, Excel"
1204,Student 1204,student1204@college.edu,2,Finance,"Marketing, Excel, Python"
1205,Student 1205,student1205@college.edu,1,HR,"Power BI, Accounting, Excel"
1206,Student 1206,student1206@college.edu,1,Accounting,"Auditing, Taxation, Power BI"
1207,Student 1207,student1207@college.edu,1,Marketing,"Data Analysis, Accounting, Taxation"
1208,Student 1208,student1208@college.edu,2,Accounting,"Data Analysis, HR, Accounting"
1209,Student 1209,student1209@college.edu,1,HR,"Power BI, Taxation, HR"
1210,Student 1210,student1210@college.edu,2,Finance,"Marketing, HR, Data Analysis"
1211,Student 1211,student1211@college.edu,1,Business Analytics,"Taxation, Data Analysis, Marketing"
1212,Student 1212,student1212@college.edu,1,HR,"Python, Power BI, Marketing"
1213,Student 1213,student1213@college.edu,2,Business Analytics,"Excel, Data Analysis, HR"
1214,Student 1214,student1214@college.edu,1,Finance,"Power BI, Excel, Python"
1215,Student 1215,student1215@college.edu,2,Accounting,"Power BI, HR, Taxation"
1216,Student 1216,student1216@college.edu,1,HR,"Accounting, HR, Taxation"
1217,Student 1217,student1217@college.edu,2,Marketing,"Accounting, Power BI, Finance"
1218,Student 1218,student1218@college.edu,2,Accounting,"Taxation, Python, HR"
1219,Student 1219,student1219@college.edu,2,Accounting,"Power BI, Accounting, Taxation"
1220,Student 1220,student1220@college.edu,1,HR,"Finance, Power BI, HR"
1221,Student 1221,student1221@college.edu,1,Accounting,"Power BI, Accounting, Excel"
1222,Student 1222,student1222@college.edu,2,Finance,"Accounting, Data Analysis, Python"
1223,Student 1223,student1223@college.edu,1,Finance,"Marketing, HR, Finance"
1224,Student 1224,student1224@college.edu,2,Marketing,"Marketing, Python, Finance"
1225,Student 1225,student1225@college.edu,1,Marketing,"HR, Power BI, Finance"
